docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon
uc1.b3312256,1902,1902,1902,random,6130530,,"Payne, John,",London;Printed for the Villon Society;1902;(Leyden (Holland);Printed by E.J. Brill),v.1,The poetical works of John Payne,,,,,,1842,m,uk,,,
loc.ark+=13960=t7wm1th1h,1902,1902,1902,random,9581714,,"McClintick, William Trimble. [from old catalog]","Chillicothe, O.;The A. Scholl press;1902.",,Verses written during a busy lawyer's life,,,,,,1819,m,us,,,
loc.ark+=13960=t4zg76m6h,1901,1901,1901,reviewed,6130494,1800519,"Moody, William Vaughn,","Boston;New York;Houghton, Mifflin;c1901",,Poems,rev,pos,,1901,ATL,1869,m,us,,,
uc1.b3579606,1901,1901,1901,reviewed,6678572,4781270,"Gilder, Richard Watson,",New York;The Century co.;1901.,,Poems and inscriptions,rev,pos,,1902,ATL,1844,m,us,,,
uc2.ark+=13960=t5h990m69,1901,1901,1901,reviewed,6501476,1209225,"Branch, Anna Hempstead,","Boston and;New York;Houghton, Mifflin and company;1901.",,The heart of the road,rev,,,1902,ATL,1875,f,us,,,
mdp.39015030707155,1901,1901,1901,reviewed,633815,288225,"Meredith, George,",Westminster;A. Constable;1901.,,A reading of life,rev,,,1901,FR,1828,m,uk,,,y
uc2.ark+=13960=t79s1pt8q,1901,1901,1901,reviewed,6518741,382076,"Webb, Charles Henry,","Boston;and New York;Houghton, Mifflin and company;1901.",,With lead and line along varying shores;,rev,,,1902,ATL,1834,m,us,,,
uc2.ark+=13960=t27945p5k,1901,1901,1901,reviewed,7645856,360484,"Henley, William Ernest,",New York and London;Harper & brothers;1901.,,"Hawthorn and lavender, with other verses",rev,pos,,1902,ATL,1849,m,uk,,,y
loc.ark+=13960=t85h85q7m,1901,1901,1901,random,9563403,,"Heyer, Mary B.",New York;Abbey Press;1901,,Under the southern sun [poems],,,,,,1870,f,us,,,
nyp.33433082209572,1902,1902,1901,random,8656240,,"Edgar, Timothy Bloomfield.",St. Louis;Privatedly printed;1902.,,"Poems, rhymes, and sayings",,,,,,1815,m,us,,,
nyp.33433075808877,1901,1901,1901,random,6641440,,"McMahon, Patrick Maurice,",San Francisco;Stanley-Taylor Co.;1901.,,From fair Hawaiiland;,,,,,,1862,m,us,,,
nyp.33433075790992,1901,1901,1901,random,8656925,,"Fitzpatrick, Ernest Hugh.","Pontiac, Ill.;Printed by the News Pub. Co.;1901",,The passing of William McKinley,,,,,,1863,m,us,,,
loc.ark+=13960=t47p9ff2j,1901,1901,1901,random,7652439,,"Blood, Henry Ames,","Washingtn, D.C.;The Neale Publishing Company;1901.",,Selected poems of Henry Ames Blood,,,,,,1836,m,us,,,
loc.ark+=13960=t7dr3dz91,1901,1901,1901,random,9604013,,"Pickett, Anita Trueman,",New York;The Alliance pub. co.;1901.,,Philo-sophia;,,,,,,1881,f,us,,,
loc.ark+=13960=t91846423,1901,1901,1901,random,11212643,,"Smith, Robinson,","Cambridgeport, Mass.;Hezlitt & Seaward;1901.",,The soul-at-arms and other poems,,,,,,1876,m,us,,,
loc.ark+=13960=t77s85d09,1901,1901,1901,random,9573333,,"Dunham, Sam C.","Washington, D.C.;The Neale publishing co.;1901.",,The goldsmith of Nome,,,,,,1855,m,us,,,
uc2.ark+=13960=t9h41kd1k,1900,1900,1900,reviewed,7657101,6004575,"Dorr, Julia C. R.",New York;C. Scribner's sons;1900.,,Afterglow;,rev,pos,,1901,ATL,1825,f,us,,,
uc2.ark+=13960=t9c53mb7v,1901,1901,1900,reviewed,474669,5035217,"Binyon, Laurence,",London;Unicorn Press;1901.,,Odes,rev,,elite,1900,FR,1869,m,uk,,,
uc2.ark+=13960=t8mc8v73b,1900,1900,1900,reviewed,6641450,2805663,"Mifflin, Lloyd,","Boston and New York;Houghton, Mifflin and company;1900.",,The fields of dawn and later sonnets,rev,pos,,1901,ATL,1846,m,us,,obscure,
loc.ark+=13960=t50g4bb04,1900,1900,1900,random,9573454,,"Dickson, William Bradford. [from old catalog]","South Bend, Ind.;Tribune co.;1900",,Psalms of soul,,,,,,,,,,,
nyp.33433044042400,1902,1902,1899,random,8613325,,"Machar, Agnes Maule,",London;E. Stock;1902.,,Lays of the 'True North',,,,,,1837,f,ca,,,
mdp.39015011913525,1899,1899,1899,addcanon,1375622,,"Dunbar, Paul Laurence","New York;Dodd, Mead;1899.",,Lyrics of the Hearthside,,,,,,1872,m,us,,Af-Am poet,y
mdp.39015046406727,1903,1903,1899,reviewed,,,"Yeats, W. B.",London;Elkin Matthews;1903.,,The wind among the reeds,rev,pos,,1907,FR,1865,m,ir,,,y
uc2.ark+=13960=t3ws8kz7m,1898,1898,1898,reviewed,477912,2481015,"Tynan, Katharine,",London;G. Richards;1898.,,The wind in the trees;,rev,pos,,1899,FR,1859,f,ir,,,
nyp.33433074874540,1898,1898,1898,reviewed,8663852,4354387,"Rhys, Ernest,",London;D. Nutt;1898.,,Welsh ballads,rev,pos,,1899,FR,1859,m,uk,,,
uc2.ark+=13960=t23b6296r,1898,1898,1898,reviewed,7692465,7628453,"Shorter, Dora Sigerson,",London;New York;John Lane;1898.,,The fairy changeling and other poems,rev,pos,,1899,FR,1866,f,ir,"Sigerson, Dora",,
uc2.ark+=13960=t0vq2sd89,1898,1898,1898,random,7667733,,"Olmsted, Charles Sanford,",Philadelphia;G. W. Jacobs & co.;1898.,,December musings and other poems,,,,,,1853,m,us,,,
uc1.b166365,1898,1898,1898,random,6641768,,"Latymer, Francis Burdett Thomas Coutts-Nevill,",London;New York;John Lane;1898.,,The Alhambra and other poems,,,,,,1852,m,uk,,,
mdp.39015030841830,1898,1898,1898,random,1372238,,<blank>,"St. Albans, Vt.;Wallace-Cummings Print. Co.;1898.",,Vermont verse,,,,,,1878,m,us,"Taft, Russell W.",,
hardywessexpoems1898,1898,1898,1898,addcanon,,,"Hardy, Thomas",,,Wessex Poems,,,,,,1840,m,uk,,,y
loc.ark+=13960=t4dn4r64d,1897,1897,1897,reviewed,9593667,,"Stedman, Edmund Clarence,","Boston;New York;Houghton, Mifflin and Co.;1897.",,"Poems, now first collected",rev,,,1898,ATL,1833,m,us,,,
uc1.b3576647,1897,1897,1897,reviewed,1024642,350184,"Symons, Arthur,",London;L. Smithers;New York;G.H. Richmond and co.;1897.,,Amoris victima,pub,,,1896,SAV,1865,m,uk,,,
nyp.33433074802640,1897,1897,1897,random,8657038,,"Young, Claiborne Addison.",Boston;Estes & Lauriat;1897.,,Way songs and wanderings,,,,,,1843,m,us,,,
nyp.33433076031859,1897,1897,1897,random,8637086,,"Riley, James Whitcomb,",New York;C. Scribner's sons;1897-1914.,v. 9 Armazindy,The poems and prose sketches of James Whitcomb Riley,,,,,,1849,m,us,,,
nyp.33433074901194,1897,1897,1897,random,7689169,,"Howard, Henry Newman,",London;E. Stock;1897.,,Footsteps of Proserpine and other verses and interludes,,,,,,1861,m,uk,,,
uc2.ark+=13960=t9280b81v,1897,1897,1897,random,,,"Green, Septimus G.",London;E. Stock;1897.,s,Jennifred,,,,,,,m,uk,,,
nyp.33433081895090,1897,1897,1897,random,,,"Fordham, Mary Weston.","Charleston, S. C.;Walker, Evans & Cogswell Co.;c1897",,Magnolia leaves,,,,,,1844,f,us,,Af-Am poet,
uc1.b167385,1896,1896,1896,reviewed,6642393,2888986,"Chesson, Nora,",London;Lane;1896.,,Under quicken boughs,rev,pos,,1899,FR,1871,f,uk,,,
mdp.39015066062160,1902,1902,1896,reviewed,484306,360509,"Housman, A. E.",Philadelphia;Henry Altemus company;1902?].,,A Shropshire lad,rev,pos,,1898,FR,1859,m,uk,,,y
uc2.ark+=13960=t7pn9060k,1906,1896,1896,reviewed,7657976,6510884,"Dowson, Ernest Christopher,",London;New York;J. Lane;1906.,,The poems of Ernest Dowson,pub,,,1896,SAV,1867,m,uk,,,y
uc2.ark+=13960=t7sn0664h,1896,1896,1896,reviewed,7685257,1032839,"Alexander, Cecil Frances,",London;Macmillan;New York;Macmillan;1896.,,Poems,rev,pos,pop,1896,BM,1818,f,ir,,,
uc2.ark+=13960=t87h1kw4b,1897,1897,1896,reviewed,6059713,4466067,"AE,",New York;London;J. Lane;c1897.,,The earth breath and other poems,rev,pos,,1899,FR,1867,m,ir,"Russell, George William",,
uc1.b4107944,1896,1896,1896,reviewed,6157032,214927327,"Rossetti, Christina Georgina,",London;New York;Macmillan;1896.,,New poems by Christina Rossetti,rev,,,1896,BM,1830,f,uk,,,y
njp.32101049721457,1896,1896,1896,random,8897590,,"Ainslie, R. St. John",Leeds;R. Jackson;1896.,,Sedbergh school songs,,,,,,1861,m,uk,,,
loc.ark+=13960=t1cj90444,1896,1896,1896,random,9594736,,"Ramsey, V. G.",Boston;The Morning Star Publishing House;1896.,,A censer;,,,,,,1817,f,us,,,
uc2.ark+=13960=t71v5dh7m,1896,1896,1896,random,7666485,,"Main, William.",Melbourne;George Robertson;1896.,,Bush solitudes and other verses,,,,,,1860,m,au,,,
nyp.33433069354185,1896,1896,1896,random,8657956,,"Pitcher, James,","Hartwick Seminary, N.Y.;J. Pitcher;1896.",,The hermit of Moss Pond,,,,,,1845,m,us,,,
uc2.ark+=13960=t07w6cd1m,1895,1895,1895,reviewed,7693626,1822323,"Watson, Rosamund Marriott,",London;J. Lane;Chicago;Way and Williams;1895.,,Vespertilia and other verses,pub,,,1895,YB,1860,f,uk,"Tomson, Graham R",,
nyp.33433075838023,1895,1895,1895,reviewed,8658014,16124963,"Stoddard, Elizabeth,","Boston and;New York;Houghton, Mifflin and Company;1895;(Cambridge;The Riverside Press).",,Poems,rev,pos,,1896,ATL,1823,f,us,,,
uc1.b3546464,1895,1895,1895,reviewed,6672109,6566556,"Johnson, Lionel Pigot,",London;E. Mathews;Boston;Copeland & Day;1895.,,Poems,rev,pos,,1899,FR,1867,m,uk,,, 
uc2.ark+=13960=t4gm84g69,1895,1895,1895,random,6509532,,"Cocke, Zitella,",Boston;Copeland and Day;1895.,,A Doric reed,,,,,,1840,f,us,,,
loc.ark+=13960=t9183w60x,1895,1895,1895,random,6516864,,"Savage, Richard,",Chicago and New York;F. T. Neely;1895.,,After many years,,,,,,1846,m,us,,,
uc2.ark+=13960=t14m91w7c,1895,1895,1895,random,7660685,,"Groser, Horace George.","Edinburgh;A. Melrose;dedication, 1895",,Little folks land,,,,,,1863,m,uk,,not actually juvenile audience,
loc.ark+=13960=t6543bf6c,1894,1894,1894,reviewed,9558530,6148800,"Rogers, Robert Cameron,",New York;London;G. P. Putnam's Sons;1894.,,The wind in the clearing,rev,,,1895,ATL,1862,m,us,,,
uc2.ark+=13960=t0zp3xm93,1894,1894,1894,reviewed,7674510,8912486,"Tabb, John B.","Boston;Small;1900, c1894.",,Poems,rev,,,1895,ATL,1845,m,us,,,
loc.ark+=13960=t6pz5tc3h,1894,1894,1894,reviewed,9603767,,"Parker, Gilbert,",Cambridge [Mass.;Stone & Kimball;London;Methuen;1894;(New York;De Vinne Press),,A lover's diary,rev,,,1895,ATL,1862,m,ca,,,
loc.ark+=13960=t5k93s659,1894,1894,1894,reviewed,7676917,3102553,"Williams, Francis Howard,",New York;London;G. P. Putnam's sons;1894,,The flute-player and other poems,rev,,,1895,ATL,1844,m,us,,,
mdp.39015063940111,1894,1894,1894,reviewed,321637,13024779,"Lee-Hamilton, Eugene.",London;E. Stock;1894.,,Sonnets of the wingless hours,rev,,,1895,ATL,1845,m,uk,,,
uc2.ark+=13960=t2f766k62,1894,1894,1894,reviewed,7667277,3741532,"Mitchell, Langdon Elwyn,","Boston;New York;Houghton, Mifflin and company;1894.",,Poems,rev,,,1895,ATL,1862,m,us,,,
uc2.ark+=13960=t26974b8z,1894,1894,1894,reviewed,7693632,1112477,"Watson, William,","London;John Lane;New York, Macmillan & Co.;1894.",,Odes and other poems,rev,pos,,1895,FR,1858,m,uk,,,
uc1.b167484,1894,1894,1894,reviewed,539391,4796288,"Davidson, John,",London;J.Lane;Boston;Copeland & Day;1894.,,Ballads & songs,rev,,,1895,FR,1857,m,uk,,,
mdp.39015059422017,1894,1894,1894,random,482611,,"Japp, Alexander H.",London;Chatto & Windus;1894.,,Dramatic pictures,,,,,,1839,m,uk,,,
loc.ark+=13960=t2s475v8n,1894,1894,1894,random,9586845,,"Battersby, John H. [from old catalog]",New York;J. R. Huth;1894.,,Poems patriotic,,,,,,,m,,,,
njp.32101066109255,1894,1894,1894,random,9246457,,"Partridge, William Ordway,",Boston;J. Wilson and Son;1894;(Boston;University Press),,Song-life of a sculptor,,,,,,1861,m,us,,Trans from Russian,
mdp.39015000544554,1894,1894,1894,random,1398769,,"Thompson, Francis,",London;E. Mathews & John Lane;Boston;Copeland & Day;1894.,v.1,Poems,,,,,,1859,m,uk,,Well-known,
loc.ark+=13960=t3xs6b07q,1894,1894,1894,random,9608950,,"Choate, Clara Elizabeth. [from old catalog]",Boston;Lee and Shepard;1894,,Songs of truth,,,,,,1851,f,us,,,
uc2.ark+=13960=t3222ww5h,1894,1894,1894,random,7507454,,"Image, Selwyn,",London;Elkin Matthews;1894.,,Poems & carols,,,,,,1849,m,uk,,,
uc1.b274729,1894,1894,1894,random,6518179,,"Thayer, William Roscoe,",Boston;New York;Houghton Mifflin company;1894.,,Poems;,,,,,,1859,m,us,,,
loc.ark+=13960=t7kp8gj8r,1893,1893,1893,reviewed,8656635,1718752,"Granniss, Anna J.","Keene, N.H.;Darling & company, printers;1893.",,"Skipped stitches, verses",rev,,,1895,ATL,1856,f,us,,obscure,
nyp.33433075807317,1893,1893,1893,reviewed,8589568,4178539,"McCulloch, Hugh,","Cambridge [Mass.;Stone and Kimball;1894, c1893.",,The quest of Heracles and other poems,rev,,,1895,ATL,1869,m,us,,,
njp.32101067628659,1893,1893,1893,reviewed,8961163,13778849,"Barlas, John Evelyn,",Dundee;J.P. Mathew;1893.,,Selections from Songs of a bayadere and Songs of a troubadour,rev,pos,,1896,YB,1860,m,uk,"Douglas, Evelyn",,
loc.ark+=13960=t8df7d08p,1893,1893,1893,reviewed,9575895,7225237,"Hayne, William Hamilton,",New York;F.A. Stokes company;1893.,,Sylvan lyrics and other verses,rev,,,1895,ATL,1856,m,us,,,
mdp.39015003700393,1893,1893,1893,reviewed,1398575,2040330,"Garland, Hamlin,","Cambridge [Mass.;and Chicago, Stone and Kimball;1893.",,Prairie songs: being chants rhymed and unrhymed of the level lands of the great West,rev,,,1895,ATL,1860,m,us,,,
uc1.b182492,1893,1893,1893,random,116409,,"Hale, Edward Everett,",Boston;Roberts brothers;1893.,,For fifty years;,,,,,,1822,m,us,,,
uc2.ark+=13960=t3610z72h,1893,1893,1893,random,248683,,"Merkley, George Earle,",Toronto;Hart & Riddell;1893.,,Canadian melodies and poems,,,,,,1865,m,ca,,,
loc.ark+=13960=t57d3p237,1893,1893,1893,random,9560098,,"Roberts, Betsey Ann Smith.","Patchogue, New York;Patchogue Advance Print;1893.",,Original poems,,,,,,1828,f,us,,,
nyp.33433082128426,1893,1893,1893,random,8613371,,"Currie, George G.",Montréal;John Lovell;1893.,,How I once felt,,,,,,1867,m,us,,,
uc2.ark+=13960=t7fq9w84p,1893,1893,1893,random,6509049,,"Scott, William Bell,",London;Elkin Mathews & John Lane;1893.,,A poet's harvest home,,,,,,1811,m,uk,,,
uc2.ark+=13960=t6zw19s10,1892,1892,1892,reviewed,9260502,1672767,"Field, Eugene,",Chicago;M.E. Stone;1892.,,Second book of verse,rev,,,1893,ATL,1850,m,us,,,
uva.x030758864,1892,1892,1892,reviewed,9775909,317331196,"Lüders, Charles Henry,",New York;C. Scribner's sons;1892.,,The dead nymph,rev,pos,,1893,ATL,1858,m,us,,,
uc2.ark+=13960=t1hh6d09g,1892,1892,1892,reviewed,7663358,4890096,"Johnson, Robert Underwood,",New York;The Century co.;1892.,,"The winter hour, and other poems",rev,,,1893,ATL,1853,m,us,,,
uc2.ark+=13960=t5n875h7n,1892,1892,1892,reviewed,6641083,3334273,"Dorr, Julia C. R.",New York;C. Scribner's Sons;1892.,,Poems,rev,,,1893,ATL,1825,f,us,,,
uc2.ark+=13960=t23b62184,1892,1892,1892,random,7689858,,"Le Gallienne, Richard,",London;Elkin Mathews and John Lane;New York;Cassell;1892.,,English poems,,,,,,1866,m,uk,,,
loc.ark+=13960=t1fj2t30n,1892,1892,1892,random,9610278,,"Rowley, A. A. [from old catalog]","Topeka, Kan.;G. W. Crane & company;1892.",,Kansas campaign songs,,,,,,,,,,,
nyp.33433074903737,1892,1892,1892,random,8663793,,"Yarrington, W. H. H.",Melbourne;Sydney;Adelaide;George Robertson and Co.;1892.,,Australian verses,,,,,,1839,m,au,,,
uc1.b2834136,1892,1892,1892,random,7344843,,"Kinloch, Marjory G. J.","London;K. Paul, Trench, Trübner;1892.",,A song-book of the soul,,,,,,1846,f,uk,,,
loc.ark+=13960=t63495d13,1893,1893,1892,random,9574797,,"Carleton, Will,",New York;Harper & brothers;1893.,,City festivals,,,,,,1845,m,us,,,
njp.32101067487577,1892,1892,1892,reviewed,8958226,,"Yeats, W. B.",London;T. F. Unwin;1892.,,Wanderings of Oisin,,,,1907,FR,1865,m,ir,,,y
uc2.ark+=13960=t88g8mb7n,1892,1892,1892,random,,,"Daniel, H. C.",London;Morgan;1892.,,Love's minstrel,,,,,,,m,uk,,,
uc1.b4382847,1891,1891,1891,reviewed,8658397,494513,"Reese, Lizette Woodworth,","Boston;New York;Houghton, Mifflin and Company;1891.",,A handful of lavender,rev,,,1891,ATL,1856,f,us,,,
loc.ark+=13960=t2891p34v,1891,1891,1891,reviewed,6641614,10831808,"Cone, Helen Gray,","Boston;New York;Houghton, Mifflin and Company;1891;(Cambridge [Mass.;The Riverside Press).",,The ride to the lady,rev,pos,,1891,ATL,1859,f,us,,,
nyp.33433075817829,1891,1891,1891,reviewed,5921648,2602417,"Gilder, Richard Watson,",N[ew] Y[ork;The Century co.;1891.,,Two worlds,rev,pos,,1891,ATL,1844,m,us,,,
uc1.b167406,1891,1891,1891,reviewed,6642403,3317176,"Cawein, Madison Julius,",New York;G. P. Putnam's sons;1891.,,Days and dreams,rev,neg,,1891,ATL,1865,m,us,,,
wu.89094594595,1892,1892,1891,random,5776761,,"Văcărescu, Elena,","London;J. R. Osgood, McIlvaine & co.;1892",,The bard of the Dimbovitza,,,,,, ,f,fr,,Well-known in France,
uc2.ark+=13960=t0dv1cw73,1891,1891,1891,random,7661643,,"Irvine, J. P.",Chicago;Manufactured by W.B. Conkey Co.;c1891.,,The green leaf and the gray,,,,,,,m,,,,
loc.ark+=13960=t2g740b7g,1891,1891,1891,random,9558911,,"[Loomis, George],","Parkersburg, W.Va.;1891",,Memorial or Decoration day,,,,,,1824,m,us,,,
loc.ark+=13960=t40s0cg0n,1891,1891,1891,random,7649653,,"Stevens, Orrin Cedesman.","Holyoke, Mass.;Griffith, Axtell & Cady company;1891.",,"An idyl of the sun, and other poems",,,,,,,m,,,,
njp.32101013202740,1892,1892,1890,reviewed,8883653,19300524,"Kipling, Rudyard,",London;Methuen and Co.;1892;(Edinburgh;T. and A. Constable),,Barrack-room ballads,rev,,pop,1891,FR,1865,m,uk,,,y
uc2.ark+=13960=t1mg7j44g,1890,1890,1890,reviewed,1023187,824173,"Bridges, Robert,",London;G. Bell;1890.,,The shorter poems of Robert Bridges,rev,,pop,1894,FR,1844,m,uk,,,
nyp.33433066626783,1890,1890,1890,reviewed,242114,3716980,"Moulton, Louise Chandler,",Boston;Roberts bros.;1890.,,In the garden of dreams,rev,pos,,1893,FR,1835,f,us,,,
njp.32101067627149,1890,1890,1890,random,8961066,,"Anderson, Duncan,",Montreal;Printed by J. Lovell & Son;1890.,,"Lays of Canada, and other poems",,,,,,1828,m,ca,,,
loc.ark+=13960=t6k07vz1r,1890,1890,1890,random,9605969,,"Stone, Jasper Jay. [from old catalog]","Caney, Kan.;1890",,The veteran's qualifications for civil service,,,,,,,m,us,,,
uc2.ark+=13960=t7rn35b8n,1889,1889,1889,reviewed,6058104,603074,"Blind, Mathilde,",London;Chatto & Windus;1889.,,The ascent of man,rev,,,1889,BM,1841,f,uk,,,
uc2.ark+=13960=t8bg2n21x,1889,1889,1889,reviewed,7689964,11168588,"Levy, Amy,",London;T. Fisher Unwin;1889.,,A London plane-tree,rev,,,1890,BM,1861,f,uk,,,
uc2.ark+=13960=t1td9vq8p,1890,1890,1889,reviewed,585366,339320,"Browning, Robert,","London;Smith, Elder, & co. ...;1890.",,Asolando,rev,pos,,1890,BM,1812,m,uk,,,y
loc.ark+=13960=t3zs39k35,1891,1891,1889,random,9585464,,"Crosby, Powell R. [from old catalog]","East Saginaw, Mich.;Seemann & Peters, printers;1891",,"Po Crosby's Labor odes, containing twenty-five beautiful odes",,,,,,1849,m,us,,,
loc.ark+=13960=t3rv11c37,1889,1889,1889,random,5946475,,"Culler, Lucy Yeend.","Burlington, Iowa;Conrad Lutz, Printing and Binding;1889.",,Violet,,,,,,1849,f,uk,,,
uc1.b2828936,1889,1889,1889,random,7313364,,"Robertson, Janet Logie.",Edinburgh;MacNiven and Wallace;1889.,,New songs of innocence,,,,,,,f,,,,
gerardmhopkins1918,1889,1889,1889,addcanon,,,"Hopkins, Gerard Manley",,,Poems of Gerard Manley Hopkins,,,,,,1844,m,uk,,1918 edition edited by Robert Bridges,y
uc1.b4410403,1888,1888,1888,reviewed,7508982,1024791,"Lowell, James Russell,","Boston;New York;Houghton, Mifflin and Co.;1888.",,Heartsease and rue,rev,pos,elite,1891,FR,1819,m,us,,,y
uc1.b119842,1888,1888,1888,random,6611572,,"Mace, Frances Parker (Laughton)",Boston;Ticknor and company;1888.,,Under pine and plam,,,,,,1836,f,us,,,
nyp.33433066649108,1887,1887,1887,reviewed,8658921,3153405,"Perry, Nora,",Boston;Ticknor and Company;1887.,,New songs and ballads,rev,pos,,1887,ATL,1831,f,us,,,
uc1.b167383,1887,1887,1887,reviewed,6642391,3937162,"Canton, William,",Edinburgh;W. Blackwood;1887.,,A lost epic,rev,pos,,1887,BM,1845,m,uk,,,
nyp.33433069343402,1887,1887,1887,reviewed,8657816,16408879,"Sill, Edward Rowland,","Boston;Houghton, Mifflin;1896, c1887;(Cambridge;Riverside Press)",,Poems,rev,,,1888,ATL,1841,m,us,,,
uc2.ark+=13960=t1zc7s42g,1887,1887,1887,reviewed,7684057,13531369,"Deland, Margaret Wade Campbell,","Boston;Houghton;1890, c1887.",,Old garden & other verses,rev,pos,,1887,ATL,1857,f,us,,,
loc.ark+=13960=t18k7vr3q,1887,1887,1887,reviewed,8404936,3825019,"Roche, James Jeffrey,",Boston;Ticknor and Company;1887.,,Songs and satires,rev,,,1887,ATL,1847,m,us,,,
loc.ark+=13960=t9572954w,1887,1887,1887,reviewed,7655156,3362759,"Cranch, Christopher Pearse,","Boston and New York;Houghton, Mifflin and Co.;1887.",,Ariel and Caliban,rev,,,1887,ATL,1813,m,us,,,
nyp.33433075742027,1887,1887,1887,reviewed,8657540,16125657,"Thomas, Edith Matilda,","Boston;New York;Houghton, Mifflin and Company;1889, c1887;(Cambridge;The Riverside Press).",,Lyrics and sonnets,rev,pos,,1888,ATL,1854,f,us,,,
loc.ark+=13960=t81k00b4k,1887,1887,1887,random,9589818,,"Teske, T. Alcliffe.","Hartford, Conn.;Published by T. Alcliffe Teske;1887.",,Heart echoes,,,,,,,f,,"Courtney, T. Alcliffe",,
mdp.39015063920428,1887,1887,1887,random,779882,,"Kail, Mary E.,","Washington, D. C.;Judd & Detweiler, printers;1887.",,Crown our heroes,,,,,,1828,f,us,,,
njp.32101051389870,1887,1887,1887,random,8899357,,"Harrison, Harry.",Clapham;Published by the author;Settle;Printed by J.W. Lambert;1887.,,Poems,,,,,,,m,,,,
nyp.33433066571302,1887,1887,1887,random,8656636,,"Read, Jane Maria,","Boston;Henry A. Young & Co., publishers;1887.",,Between the centuries and other poems,,,,,,1853,f,us,,,
loc.ark+=13960=t5fb5nd8n,1887,1887,1887,random,9585786,,"Paxton, W. M.","Kansas City, Mo.;Press of Ramsey, Millett & Hudson;1887.",,Poems,,,,,,1819,m,us,,,
mdp.39015063947066,1887,1887,1887,random,324276,,"O'Hagan, Thomas,",Toronto;W. Briggs;1887.,,A gate of flowers,,,,,,1855,m,ca,,,
loc.ark+=13960=t7vm4v20f,1887,1887,1887,random,8656900,,"Williams, Dwight,",New York;Phillips & Hunt;1887.,,"The beautiful city in song, and other poems",,,,,,1824,m,us,,,
uc2.ark+=13960=t3tt4g15h,1886,1886,1886,reviewed,322307,3718661,"O'Reilly, John Boyle,",Boston;The Pilot publishing co.;c1886,,In Bohemia,rev,,,1887,ATL,1844,m,ir,,,
loc.ark+=13960=t2891sf2m,1886,1886,1886,reviewed,9595695,,"Thaxter, Celia,","Boston;Houghton, Mifflin;1886.",,"The cruise of the Mystery, and other poems",rev,,,1887,ATL,1835,f,us,,,
uc1.b155433,1886,1886,1886,reviewed,5908799,2700182,"Allen, Elizabeth Akers,","Boston;New York;Houghton, Mifflin and Company;1886.",,The silver bridge,rev,,,1887,ATL,1832,f,us,,,
loc.ark+=13960=t4nk3w12z,1886,1886,1886,reviewed,8994309,3179649,"Adams, Oscar Fay,",Boston;D. Lothrop and company;1886,,Post-laureate idyls,rev,,,1887,ATL,1855,m,us,,,
njp.32101068176153,1886,1886,1886,reviewed,8969003,8601437,"Carpenter, Henry Bernard,",Boston;Ticknor and company;c1886,,Liber amoris,rev,,,1887,ATL,1840,m ,ir,,,
njp.32101067629178,1886,1886,1886,reviewed,8961191,7990999,"Bates, Arlo,","Boston;Roberts Brothers;1888, c1886.",,Berries of the brier,rev,,,1887,ATL,1850,m,us,,,
loc.ark+=13960=t6n01p000,1886,1886,1886,random,8656522,,"Hale, William,","Biddeford, Me.;Printed at the Biddeford journal office;1886.",,Shore life in song,,,,,,1856,m,us,,,
loc.ark+=13960=t05x2xf3v,1886,1886,1886,random,9600054,,"Greene, Aella,","Holyoke, Mass.;Clark W. Bryan & Company, electrotypers, printers and binders;1886.",,The poetical works of Aella Greene,,,,,,1838,f,us,,,
wu.89098029051,1886,1886,1886,random,6775667,,"Henry, S. M. I.",Chicago;The Woman's Temperance Pub. Ass'n.;1886.,,The marble cross,,,,,,1839,f,us,"Henry, Sarepta M. I.",,
njp.32101067004133,1886,1886,1886,random,8955839,,"Thom, Robert W.,",Glasgow;Maclaren;1886.,,Poems and ballads,,,,,,1816,m,uk,,,
nyp.33433066637236,1886,1886,1886,random,8656257,,"Harris, Thomas Lake,","Santa Rosa, Calif.;Fountaingrove Press;1886.",,The joy-bringer,,,,,,1823,m,us,,,
uc1.b2831659,1886,1886,1886,random,7351507,,<blank>,London;Stock;1886.,,Chimes from a poet's belfrey,,,,,,,,,,,
mdp.39015013092401,1885,1885,1885,reviewed,288161,580646,"Tennyson, Alfred Tennyson,",London;Macmillan and Co.;1885.,,Tiresias,rev,pos,,1886,FR,1809,m,uk,,,y
njp.32101068604063,1891,1891,1885,reviewed,8973739,34196496,"Stevenson, Robert Louis,",New York;C. Scribner's Sons;1891.,,A child's garden of verses,rev,pos,,1896,FR,1850,m,uk,,juv,
mdp.39015048998879,1886,1886,1885,random,1059350,,"Hapgood, Isabel Florence,",New York;C. Scribner's sons;1886.,,The epic songs of Russia,,,,,,1851,f,us,,,
uc2.ark+=13960=t9h41kc6j,1885,1885,1885,random,7663460,,"Jordan, Margaret E.","Portland, Me.;McGowan and Young;1885",,Echoes from the pines,,,,,,1856,f,us,,,
uc2.ark+=13960=t9w08xj0q,1884,1884,1884,reviewed,1027370,1832787,"Guiney, Louise Imogen,","Boston;Cupples, Upham;1884.",,Songs at the start,rev,pos,,1884,ATL,1861,f,us,,,
